aimValue,speedValue,isAimMap
3.88726,3.88345,NULL
4.6203,3.83606,NULL
4.39347,4.18267,NULL
4.42325,3.98261,NULL
4.7983,4.82323,NULL
4.4642,4.379,NULL
4.98862,3.48524,1
5.02971,3.4843,1
4.61554,3.57367,NULL
3.82074,4.30739,NULL
4.02434,4.36843,NULL
3.73323,4.48065,NULL
4.75049,4.18027,NULL
5.18922,3.49382,1
4.30916,4.01512,NULL
4.36642,4.19822,NULL
4.09626,4.33329,NULL
4.38951,3.6272,NULL
4.93038,3.31996,1
4.86098,3.63179,1
4.03871,4.17715,NULL
4.52447,3.57136,NULL
4.16736,3.68101,NULL
5.80483,3.95492,1
3.7944,4.78295,NULL
4.69895,3.72948,NULL
4.38508,3.96767,NULL
4.4424,4.70166,NULL
4.97276,3.81057,NULL
4.70891,4.59384,NULL
4.96138,4.45937,NULL
4.54104,3.7804,NULL
4.74424,3.6239,NULL
4.51486,3.74374,NULL
4.20867,3.88255,NULL
4.82091,3.55845,1
4.72436,3.08974,1
5.22704,3.22143,1
4.58039,3.20056,1
5.07135,3.26264,1
5.47341,4.0159,1
4.88672,4.51673,NULL
4.89709,3.08386,1
5.15336,3.25338,1
5.57922,3.22563,1
5.21089,4.45583,NULL
3.99976,4.08477,NULL
4.64358,3.38819,1
3.82206,3.74649,NULL
3.99079,4.12066,NULL
4.36228,4.02667,NULL
4.22887,3.66492,NULL
4.35527,4.03488,NULL
5.01625,4.75919,NULL
4.11586,3.99618,NULL
4.7707,4.77472,NULL
4.83258,4.08585,NULL
4.83257,3.5694,1
4.09443,4.57543,NULL
4.65199,3.24177,1
4.44329,4.24753,NULL
4.50832,4.44191,NULL
4.05792,4.19208,NULL
4.5677,4.13649,NULL
4.88583,3.5198,1
4.32711,3.50601,NULL
4.42265,4.45365,NULL
4.95328,4.6991,NULL
4.40111,4.43731,NULL
4.37499,3.62993,NULL
3.94424,4.17228,NULL
4.22038,4.24555,NULL
4.14887,3.89297,NULL
5.42867,4.49748,NULL
4.3233,4.61615,NULL
4.15042,3.58542,NULL
4.57009,3.56729,NULL
4.10059,3.91736,NULL
4.62265,3.40164,1
4.74376,3.55111,NULL
4.56979,3.12792,1
5.75509,3.50093,1
4.837,4.65213,NULL
4.83883,3.13756,1
4.67944,4.03079,NULL
4.83442,3.74594,NULL
5.28114,3.12266,1
4.92829,3.72833,NULL
4.54127,3.66507,NULL
4.49652,4.37586,NULL
5.19426,3.29119,1
3.8739,4.39152,NULL
5.12612,4.24382,NULL
4.36924,4.17366,NULL
4.81282,3.41403,1
4.50721,4.11395,NULL
4.6609,3.44648,1
3.95008,3.75045,NULL
4.92685,2.88836,1
3.91869,3.8713,NULL
4.86164,2.90685,1
4.79014,4.32382,NULL
4.81614,3.78359,NULL
4.19947,4.15064,NULL
4.49095,3.40195,NULL
3.58252,4.3945,NULL
4.52992,3.4837,NULL
3.88892,4.3333,NULL
4.56963,4.03693,NULL
4.338,4.16503,NULL
5.76762,4.01926,1
4.73997,3.77574,NULL
5.00847,2.97552,1
4.83479,3.16393,1
4.48003,3.40591,NULL
4.56628,3.74878,NULL
4.13707,4.09274,NULL
5.14226,3.2271,1
4.70046,3.94931,NULL
4.96392,3.1099,1
4.20827,3.80399,NULL
4.12154,4.2356,NULL
4.78798,3.24049,1
4.39702,4.40176,NULL
4.46571,4.5209,NULL
4.32498,3.92678,NULL
4.57691,3.15803,1
4.41829,3.75515,NULL
4.10463,3.98905,NULL
4.85187,4.52215,NULL
4.39255,4.11376,NULL
3.86485,4.11426,NULL
4.1536,3.87234,NULL
4.88473,3.00953,1
3.9549,5.53662,0
6.14761,3.60834,1
4.18103,4.15365,NULL
4.04147,4.0277,NULL
4.26026,4.14979,NULL
4.39076,3.88768,NULL
4.10767,4.51626,NULL
4.58694,3.80914,NULL
4.19272,4.38168,NULL
4.53679,3.78516,NULL
4.48711,3.54483,NULL
4.52252,4.10972,NULL
5.04426,3.16556,1
4.69842,3.72123,NULL
4.95442,2.8492,1
5.16814,5.4524,NULL
5.33508,2.98894,1
4.76034,3.86971,NULL
4.70052,4.09186,NULL
4.36838,4.06067,NULL
6.22579,3.77077,1
4.22408,3.89292,NULL
4.1893,4.34076,NULL
4.64342,4.26447,NULL
5.52034,3.38571,1
4.55678,3.71515,NULL
4.90845,3.50171,1
4.3085,4.33632,NULL
3.98433,3.75665,NULL
5.01995,3.25141,1
5.86596,3.88293,1
4.74805,4.05991,NULL
3.67006,4.37552,NULL
4.66548,3.18289,1
4.33353,3.44427,NULL
3.84227,4.55171,NULL
4.46925,3.97559,NULL
4.83487,3.66298,NULL
4.92254,3.18699,1
4.2412,5.10645,NULL
4.8702,3.21387,1
4.55471,4.49401,NULL
5.24535,3.25629,1
4.41558,3.82085,NULL
4.25531,3.68566,NULL
4.45624,3.51251,NULL
4.59318,4.11024,NULL
4.03162,3.87567,NULL
4.78271,3.66893,NULL
4.64689,3.0813,1
4.00576,4.87523,NULL
4.62633,3.66851,NULL
4.86125,4.00959,NULL
5.14244,4.85903,NULL
4.14563,3.86852,NULL
3.97499,3.65523,NULL
5.16018,4.46662,NULL
3.84053,3.80246,NULL
4.12025,4.24929,NULL
3.97842,3.83773,NULL
4.27552,3.75912,NULL
3.80326,4.24898,NULL
4.17761,4.16883,NULL
4.46645,3.93627,NULL
4.79094,3.24603,1
3.8913,3.99661,NULL
4.344,3.88558,NULL
5.42983,4.79217,NULL
4.31224,4.04691,NULL
4.36919,3.71013,NULL
4.32392,4.46991,NULL
4.55493,4.31537,NULL
3.81936,4.1144,NULL
4.26408,3.6758,NULL
4.45601,3.74098,NULL
6.09619,3.87624,1
5.53252,3.83317,1
4.30488,3.57771,NULL
4.21201,3.90311,NULL
4.16966,3.89132,NULL
4.03774,4.75381,NULL
4.34895,4.54954,NULL
4.4829,3.63365,NULL
4.4597,3.92797,NULL
4.82634,3.443,1
4.05449,4.34735,NULL
4.0847,4.44529,NULL
4.2713,4.37331,NULL
4.35532,3.8942,NULL
4.63958,3.36351,1
4.32944,3.65252,NULL
4.86224,5.22175,NULL
4.25356,4.0278,NULL
4.45856,3.99504,NULL
5.72268,3.51433,1
4.34843,4.383,NULL
4.37885,3.57868,NULL
4.83339,3.01155,1
5.55006,4.37781,NULL
4.69227,3.43032,1
4.7526,3.24145,1
5.59324,3.71737,1
3.78182,3.81151,NULL
5.10506,3.32316,1
4.51086,5.00608,NULL
4.87544,2.86436,1
4.04314,3.79058,NULL
4.09618,3.97533,NULL
4.67137,4.0601,NULL
4.59623,4.32567,NULL
6.01439,3.40458,1
4.11425,4.09298,NULL
4.94102,3.20624,1
4.44782,3.96977,NULL
4.13861,3.61468,NULL
4.15903,3.91978,NULL
4.08482,3.60075,NULL
5.05153,2.90224,1
3.97329,3.82368,NULL
4.44121,3.89362,NULL
3.88037,3.70265,NULL
3.19922,4.80653,0
4.97188,3.99272,NULL
5.39292,3.41974,1
4.57462,3.34598,1
4.78668,3.31862,1
4.01343,3.96574,NULL
4.04756,3.88501,NULL
4.43728,3.57411,NULL
4.48469,4.01563,NULL
3.85893,3.76376,NULL
4.57839,3.91559,NULL
4.83448,2.8906,1
4.74059,3.66251,NULL
3.94986,4.32426,NULL
5.03783,3.78162,1
3.88109,3.91052,NULL
4.49938,4.03459,NULL
4.76102,4.47562,NULL
5.71462,5.31327,NULL
5.25392,3.5493,1
5.03086,3.32425,1
5.39157,2.97859,1
3.93938,4.46809,NULL
4.07733,3.70044,NULL
4.11199,4.11153,NULL
4.72809,4.24895,NULL
4.58261,3.40404,NULL
3.97128,4.27277,NULL
4.66187,3.34045,1
5.21011,3.01817,1
4.77857,3.75544,NULL
4.04607,4.42912,NULL
4.57389,4.26168,NULL
4.77526,4.16669,NULL
4.54954,3.25706,1
4.56984,4.34803,NULL
4.61907,3.63007,NULL
4.24105,4.64071,NULL
4.57642,3.79166,NULL
4.33982,4.00518,NULL
4.73547,3.50635,1
4.28032,3.90985,NULL
4.22837,3.9375,NULL
4.59871,5.30769,NULL
4.49349,3.67694,NULL
3.92304,4.56465,NULL
5.13245,3.6901,1
5.68356,4.27502,1
3.9284,3.75385,NULL
4.65713,3.81001,NULL
4.06765,4.30975,NULL
3.78255,3.71795,NULL
4.53549,3.6595,NULL
4.09499,3.85957,NULL
4.65742,3.73824,NULL
4.71175,4.15277,NULL
3.93793,4.34503,NULL
4.3353,3.50421,NULL
5.42078,3.61662,1
4.45467,4.11915,NULL
5.01634,3.44434,1
4.30254,3.82344,NULL
4.7421,3.01954,1
4.1249,3.96067,NULL
4.43675,3.99539,NULL
5.01234,3.09102,1
5.03478,2.78837,1
4.50105,3.77072,NULL
4.81688,3.26576,1
4.85145,3.12786,1
4.96233,3.56131,1
4.34063,4.16872,NULL
3.91853,4.0059,NULL
3.65787,4.10966,NULL
4.3197,5.10392,NULL
3.80268,4.35896,NULL
4.36232,4.5293,NULL
4.81758,2.8212,1
5.28618,3.19324,1
4.10398,4.08008,NULL
3.93777,3.87073,NULL
5.18582,3.52345,1
4.69686,3.15969,1
4.89395,3.2571,1
4.44432,4.1114,NULL
3.89284,3.90764,NULL
4.99433,2.75095,1
4.21602,3.32749,NULL
4.22364,4.01372,NULL
5.01949,3.71722,1
4.08124,3.8376,NULL
4.73091,3.22151,1
4.05456,3.65813,NULL
4.09919,3.75331,NULL
3.68889,4.33299,NULL
4.2097,3.80374,NULL
4.14177,3.58454,NULL
3.97844,3.46517,NULL
4.22948,4.09731,NULL
4.80715,3.40079,1
4.96098,3.785,NULL
4.75343,3.58411,NULL
4.01992,4.0775,NULL
3.73436,3.57619,NULL
5.12177,4.02591,NULL
4.9077,3.41642,1
4.58617,3.78936,NULL
4.53591,3.89521,NULL
4.05485,4.37993,NULL
4.058,4.72545,NULL
5.56463,4.21695,1
4.45476,4.07238,NULL
4.86693,3.18819,1
3.85472,4.57881,NULL
3.69271,3.7546,NULL
4.04815,3.97862,NULL
4.71403,3.13334,1
3.72429,3.84537,NULL
3.93133,3.89896,NULL
4.77201,3.44412,1
4.94207,3.80316,NULL
4.26537,4.13521,NULL
6.30281,3.79905,1
4.30206,3.98538,NULL
5.07593,3.4042,1
4.08151,4.43724,NULL
4.82305,3.36684,1
3.78754,4.67149,NULL
4.03997,4.13814,NULL
4.16376,4.30179,NULL
4.22915,3.76314,NULL
4.68536,3.83647,NULL
4.38833,3.95749,NULL
5.04274,4.20624,NULL
4.87981,2.99437,1
4.71784,3.2898,1
4.01816,3.83119,NULL
5.29089,4.03634,1
4.90241,3.93634,NULL
4.01546,4.27653,NULL
4.62463,3.75006,NULL
4.90047,3.17057,1
4.54046,4.292,NULL
4.71578,2.98248,1
3.98155,4.34854,NULL
4.32277,3.9769,NULL
4.4224,4.86875,NULL
4.56862,3.98993,NULL
4.92135,4.11204,NULL
4.69054,4.80623,NULL
4.33944,3.78958,NULL
4.55949,3.76227,NULL
5.06755,4.4081,NULL
5.11553,5.19114,NULL
4.61052,3.0815,1
4.70607,3.22116,1
4.2047,3.78473,NULL
4.87959,3.15199,1
4.48089,5.11349,NULL
4.57937,4.44133,NULL
4.37621,4.52184,NULL
5.51064,3.57767,1
4.37938,3.78779,NULL
4.39465,3.44144,NULL
4.76921,2.95843,1
4.0316,4.46274,NULL
4.11274,4.56922,NULL
4.63307,3.88151,NULL
4.81084,5.49264,NULL
3.80352,3.76364,NULL
4.86263,3.12316,1
4.04143,3.79831,NULL
3.82114,3.92634,NULL
5.12924,4.93471,NULL
3.86695,3.6214,NULL
4.32129,5.25481,NULL
3.71648,3.74461,NULL
4.25105,3.85667,NULL
4.69023,3.5871,NULL
4.88535,3.00115,1
4.7461,3.41966,1
4.54181,3.7363,NULL
4.04575,4.14802,NULL
4.1183,3.92822,NULL
5.15734,4.21201,NULL
4.40072,3.39334,NULL
5.54316,3.39701,1
4.07989,4.0935,NULL
4.72885,4.17319,NULL
4.98345,3.00777,1
4.74464,3.22652,1
3.73938,4.16324,NULL
3.89909,3.97001,NULL
5.71009,3.95608,1
4.98612,3.58535,1
4.09541,4.235,NULL
4.39651,3.8364,NULL
4.32132,3.16537,NULL
4.54591,3.36831,NULL
4.64174,3.59279,NULL
4.04318,3.89042,NULL
4.64852,3.71511,NULL
4.87709,3.14911,1
3.74126,4.7404,NULL
4.67186,4.35663,NULL
4.53611,3.81396,NULL
4.42497,5.26945,NULL
4.25731,4.11774,NULL
3.90816,4.28003,NULL
4.93113,4.24759,NULL
4.49398,4.29337,NULL
5.01149,3.18582,1
3.60299,3.93809,NULL
5.65947,3.77864,1
4.81879,3.09999,1
3.85141,3.77252,NULL
4.55573,2.84768,1
4.29466,4.07962,NULL
4.48438,3.51019,NULL
3.8683,3.87319,NULL
4.87452,2.88359,1
4.81115,3.28871,1
4.7877,3.52291,1
4.42309,3.26082,NULL
5.11476,3.57782,1
3.81785,3.89605,NULL
4.24774,3.79204,NULL
4.39293,3.56678,NULL
3.62773,3.97524,NULL
4.02553,3.84928,NULL
4.31222,3.97943,NULL
3.62724,4.22587,NULL
4.15886,4.06152,NULL
4.73377,3.27564,1
3.9017,3.75309,NULL
4.01128,4.35147,NULL
4.68309,4.2954,NULL
4.18962,3.82887,NULL
3.80046,4.08064,NULL
3.71538,3.88319,NULL
4.00738,4.19418,NULL
4.2067,4.00588,NULL
3.59375,4.20573,NULL
4.57602,3.47768,NULL
4.06261,3.98648,NULL
4.69523,3.35834,1
4.50285,4.21629,NULL
5.40157,3.25953,1
4.10913,4.3383,NULL
4.36068,3.25315,NULL
4.92025,3.44591,1
3.94878,3.64872,NULL
4.75117,4.42562,NULL
4.31396,4.02961,NULL
4.203,3.77442,NULL
4.29067,4.63408,NULL
3.87534,3.69857,NULL
4.39518,3.54521,NULL
4.42304,4.14649,NULL
5.17092,3.08582,1
4.85861,3.12914,1
4.53476,4.04778,NULL
3.99363,4.32488,NULL
4.1416,4.19833,NULL
4.76917,3.66535,NULL
3.91895,4.15357,NULL
4.63856,3.68841,NULL
4.98572,3.34578,1
4.71838,4.43721,NULL
4.67497,3.1167,1
5.23356,3.49145,1
4.71433,3.11365,1
4.02724,3.91236,NULL
4.4788,5.2953,NULL
4.22795,4.01381,NULL
4.22852,4.05335,NULL
4.81101,3.11955,1
4.81739,4.11703,NULL
4.61334,2.92886,1
5.36928,3.19648,1
3.30737,4.34009,NULL
3.93202,4.26363,NULL
4.77621,3.37624,1
4.64252,3.57799,NULL
4.1782,4.51833,NULL
4.50339,3.52323,NULL
4.36253,4.35843,NULL
4.27857,3.91692,NULL
3.82415,4.4974,NULL
4.20167,4.57093,NULL
4.2534,4.22268,NULL
5.13686,3.31112,1
4.73614,3.31527,1
4.05301,4.96019,NULL
4.85507,3.49079,1
4.39432,4.49066,NULL
4.56178,3.89135,NULL
4.87362,3.40979,1
4.44567,4.11767,NULL
3.94293,4.46665,NULL
4.89645,3.15666,1
4.05349,3.86192,NULL
4.31843,3.91525,NULL
5.18528,3.44027,1
4.95579,4.26782,NULL
3.83965,3.86896,NULL
4.58864,2.9218,1
4.71793,3.38979,1
4.14402,4.4779,NULL
4.16095,4.02827,NULL
4.26941,3.77721,NULL
4.40894,4.27072,NULL
4.23973,4.03018,NULL
3.73406,3.63976,NULL
4.80903,3.25035,1
4.33573,3.27249,NULL
3.79021,3.642,NULL
4.74803,2.99335,1
4.95723,3.35283,1
4.02398,3.43125,NULL
4.68165,3.27343,1
4.20071,4.10794,NULL
4.07274,4.36558,NULL
3.98893,4.25581,NULL
4.13792,4.44428,NULL
3.71184,3.65571,NULL
4.13897,4.4692,NULL
4.98737,3.08128,1
4.86667,3.21784,1
4.24114,4.15988,NULL
4.21846,3.96646,NULL
4.45601,3.89906,NULL
4.71228,3.19302,1
4.86222,2.96197,1
3.85413,4.42349,NULL
4.71196,3.29317,1
4.4813,3.72593,NULL
4.92221,2.98536,1
3.9876,3.77588,NULL
4.7188,3.59281,NULL
4.88603,3.07695,1
4.81165,3.12645,1
4.32527,4.26075,NULL
4.53176,3.68091,NULL
4.64801,3.95973,NULL
4.90525,2.85861,1
4.88444,4.1654,NULL
3.59974,3.86672,NULL
4.09598,3.84349,NULL
5.08542,3.29566,1
4.46847,3.9468,NULL
5.50242,2.48139,1
4.08654,3.72956,NULL
3.78493,3.7824,NULL
4.24157,4.03616,NULL
4.9055,4.44841,NULL
4.50427,4.31691,NULL
4.83046,4.73781,NULL
4.44613,4.02642,NULL
3.80163,3.84176,NULL
4.45571,4.6068,NULL
3.84737,3.87806,NULL
4.11915,3.82898,NULL
6.64203,4.12921,1
4.04998,4.11566,NULL
4.54565,4.88806,NULL
3.82554,3.58531,NULL
3.90113,4.79284,NULL
4.78965,5.41527,NULL
4.47755,4.11146,NULL
4.59865,3.68104,NULL
3.83265,3.7039,NULL
4.25869,3.91767,NULL
4.58021,3.39745,NULL
4.29276,3.53552,NULL
5.0928,4.50426,NULL
4.56787,3.50651,NULL
4.74144,3.21785,1
4.07408,3.58742,NULL
4.18056,3.85693,NULL
4.44495,3.80166,NULL
4.42702,3.71065,NULL
4.52437,4.80891,NULL
4.66914,3.31281,1
4.66289,3.28712,1
4.65435,3.9103,NULL
4.40276,4.01438,NULL
3.94585,3.27928,NULL
5.42975,2.9759,1
4.34634,3.8409,NULL
4.34637,3.97557,NULL
4.46524,4.31987,NULL
4.16165,3.94764,NULL
4.48531,3.50018,NULL
5.4548,4.71876,NULL
4.47303,3.39644,NULL
5.28068,3.63027,1
4.28324,3.94049,NULL
4.74217,3.22558,1
5.11821,3.78803,1
4.75505,3.61084,NULL
4.45994,3.90629,NULL
3.90655,4.23331,NULL
4.47371,3.69826,NULL
4.267,4.16924,NULL
4.54981,4.11645,NULL
4.49583,3.18313,1
4.88018,4.57589,NULL
3.741,3.65667,NULL
4.95381,3.72115,1
3.78903,4.50129,NULL
4.3979,4.49511,NULL
4.38493,3.53502,NULL
3.65086,3.74427,NULL
4.22347,4.62776,NULL
4.65868,3.55727,NULL
4.9568,3.21903,1
4.62063,3.32229,1
4.96136,3.40897,1
5.23757,3.50123,1
4.05803,3.69971,NULL
4.92336,3.76097,NULL
4.33844,4.3279,NULL
4.58842,3.16976,1
5.51288,4.52706,NULL
4.09669,3.79529,NULL
4.21272,4.0986,NULL
4.28707,3.33388,NULL
4.37288,3.0556,1
4.40866,3.21015,NULL
4.28104,3.62461,NULL
4.51842,3.57588,NULL
4.27939,3.53689,NULL
4.25546,3.9626,NULL
4.38789,4.15622,NULL
4.31682,3.80244,NULL
4.09238,3.92496,NULL
5.3828,4.036,1
3.5045,3.99606,NULL
3.9676,4.02057,NULL
3.86196,3.34409,NULL
4.44499,4.05354,NULL
4.9849,4.3432,NULL
5.04516,4.83241,NULL
4.69033,3.41222,1
4.86468,3.89124,NULL
3.76777,3.8149,NULL
3.48205,4.74742,0
3.71328,3.69888,NULL
5.17254,3.73385,1
4.11827,3.65832,NULL
4.54295,4.19669,NULL
4.64972,3.38727,1
4.12726,3.50805,NULL
4.97336,3.4712,1
4.56234,3.221,1
4.10627,4.16673,NULL
4.13275,3.7267,NULL
4.6791,3.32412,1
5.43268,3.4469,1
4.92353,3.19054,1
5.28129,4.15121,NULL
4.14037,4.05439,NULL
4.04496,3.81996,NULL
4.72553,4.58065,NULL
4.21709,4.36862,NULL
4.50939,3.79159,NULL
4.20207,3.76984,NULL
4.35875,3.59163,NULL
4.50529,3.7818,NULL
4.57012,3.32968,1
4.32761,3.67838,NULL
3.90207,4.12423,NULL
4.26051,4.14661,NULL
5.21331,3.04491,1
4.29756,4.07807,NULL
4.19585,3.74768,NULL
3.89969,4.50806,NULL
4.73178,4.18777,NULL
5.01636,3.42193,1
4.38406,3.1317,1
3.78179,3.63765,NULL
4.76454,3.00563,1
4.66333,4.07275,NULL
4.02342,3.93632,NULL
4.71587,3.04881,1
4.58196,3.83837,NULL
3.68806,3.48035,NULL
5.49345,3.69173,1
4.6181,3.15647,1
3.59132,4.37472,NULL
4.46858,4.31562,NULL
3.92304,4.65066,NULL
4.55831,3.50565,NULL
4.75013,3.18821,1
4.07856,3.88206,NULL
4.83083,3.31225,1
4.42299,3.14932,1
4.7988,3.25002,1
5.74667,3.24533,1
4.47432,3.57723,NULL
4.66453,3.3947,1
3.99953,4.13321,NULL
4.72444,3.38761,1
5.92564,3.45812,1
4.05251,3.79659,NULL
4.87808,3.35672,1
4.03411,3.73875,NULL
3.88504,3.66132,NULL
4.80695,2.9201,1
4.30001,4.81831,NULL
4.29195,3.64819,NULL
4.79905,3.04367,1
5.01723,3.92046,NULL
3.83516,3.97068,NULL
3.91863,4.18239,NULL
4.71989,4.09635,NULL
3.90081,3.7999,NULL
4.40042,3.50437,NULL
3.48847,4.83864,0
4.48556,4.30313,NULL
4.17676,3.83316,NULL
4.21374,3.42787,NULL
4.64698,3.21422,1
4.48902,3.54275,NULL
5.13768,3.05377,1
4.35378,3.54002,NULL
5.36906,3.46541,1
4.57461,3.14401,1
5.03591,3.12913,1
5.80153,2.87968,1
4.00232,4.63627,NULL
4.44191,3.58316,NULL
4.8072,2.91777,1
4.33087,3.95134,NULL
3.79413,3.98673,NULL
3.48973,4.22037,NULL
4.66377,4.83407,NULL
4.05501,3.93903,NULL
4.74584,2.66348,1
3.86805,4.05707,NULL
3.7734,3.58728,NULL
4.44528,3.61244,NULL
4.06029,3.58265,NULL
3.6252,4.57275,NULL
3.7333,3.51645,NULL
4.72692,3.81677,NULL
4.4622,3.75698,NULL
5.13405,4.31804,NULL
4.31033,3.42804,NULL
4.0405,4.10569,NULL
4.36841,3.89323,NULL
4.21981,3.72087,NULL
4.57274,3.79473,NULL
4.0993,4.09918,NULL
4.65229,3.46677,NULL
5.04652,3.09341,1
4.86681,3.70596,NULL
3.95627,3.71977,NULL
5.61731,3.97824,1
4.64668,3.04475,1
4.13038,3.82012,NULL
4.59934,3.26026,1
4.43401,3.62187,NULL
3.88953,4.33863,NULL
4.86853,3.24426,1
4.32541,3.55132,NULL
4.20033,4.00354,NULL
4.76725,4.13892,NULL
4.27548,4.39817,NULL
4.18667,4.26609,NULL
4.45082,3.42656,NULL
4.72002,3.07114,1
